Isolate_ID	Study	Isolates from (city)	Sequence cluster (prosperi)	Sequence cluster (BAPS)	Penicillin	Trimethoprim	Erythromycin	Co-trimoxazole	Tobramycin	Ciprofloxacin	Ofloxacin
SPN060	Opijnen	CDC suveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN061	Opijnen	CDC surveillance	35	13	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN063	Opijnen	CDC surveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN066	Opijnen	CDC surveillance	26	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN067	Opijnen	CDC surveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN069	Opijnen	CDC surveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN070	Opijnen	CDC surveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN071	Opijnen	CDC surveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN072	Opijnen	CDC surveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN073	Opijnen	CDC surveillance	12	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN074	Opijnen	CDC surveillance	16	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN076	Opijnen	CDC surveillance	20	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN077	Opijnen	CDC surveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN079	Opijnen	CDC surveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN081	Opijnen	CDC surveillance	22	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN084	Opijnen	CDC surveillance	25	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN089	Opijnen	CDC surveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN092	Opijnen	CDC surveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN094	Opijnen	CDC surveillance	19	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN097	Opijnen	CDC surveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN105	Opijnen	CDC surveillance	20	3	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN106	Opijnen	CDC surveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN107	Opijnen	CDC surveillance	32	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN109	Opijnen	CDC surveillance	9	21	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN110	Opijnen	CDC surveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN111	Opijnen	CDC surveillance	25	14	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN112	Opijnen	CDC surveillance	18	16	n/a	n/a	n/a	n/a	n/a	n/a	n/a
SPN114	Opijnen	CDC surveillance	8	7	n/a	n/a	n/a	n/a	n/a	n/a	n/a
WU2	Opijnen	CDC surveillance	21	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ERR065287	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR065288	Croucher	Massachussets 	5	13	0	1	0	1	n/a	n/a	n/a
ERR065289	Croucher	Massachussets 	9	21	0	0	0	0	n/a	n/a	n/a
ERR065290	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR065291	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR065292	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR065293	Croucher	Massachussets 	16	9	0	0	0	0	n/a	n/a	n/a
ERR065294	Croucher	Massachussets 	20	2	1	0	1	0	n/a	n/a	n/a
ERR065295	Croucher	Massachussets 	18	16	0	1	0	1	n/a	n/a	n/a
ERR065296	Croucher	Massachussets 	9	21	0	0	0	0	n/a	n/a	n/a
ERR065297	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR065298	Croucher	Massachussets 	28	2	0	1	0	1	n/a	n/a	n/a
ERR065299	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR065300	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR065301	Croucher	Massachussets 	31	20	1	1	0	1	n/a	n/a	n/a
ERR065302	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR065303	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR065304	Croucher	Massachussets 	16	2	0	0	0	0	n/a	n/a	n/a
ERR065305	Croucher	Massachussets 	4	13	0	0	0	0	n/a	n/a	n/a
ERR065306	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065307	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065308	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR065309	Croucher	Massachussets 	28	16	0	0	1	0	n/a	n/a	n/a
ERR065310	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR065311	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065312	Croucher	Massachussets 	16	2	0	0	0	0	n/a	n/a	n/a
ERR065313	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065314	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR065315	Croucher	Massachussets 	27	2	0	0	0	0	n/a	n/a	n/a
ERR065316	Croucher	Massachussets 	28	16	0	0	0	0	n/a	n/a	n/a
ERR065317	Croucher	Massachussets 	4	13	0	0	0	0	n/a	n/a	n/a
ERR065318	Croucher	Massachussets 	25	2	0	0	0	0	n/a	n/a	n/a
ERR065319	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR065320	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR065321	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR065322	Croucher	Massachussets 	8	7	1	1	0	1	n/a	n/a	n/a
ERR065323	Croucher	Massachussets 	1	13	0	0	0	0	n/a	n/a	n/a
ERR065324	Croucher	Massachussets 	19	15	0	1	0	1	n/a	n/a	n/a
ERR065325	Croucher	Massachussets 	32	2	1	0	0	0	n/a	n/a	n/a
ERR065326	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR065327	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR065328	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR065329	Croucher	Massachussets 	19	15	0	0	0	0	n/a	n/a	n/a
ERR065330	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR065331	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065332	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR065333	Croucher	Massachussets 	27	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR065334	Croucher	Massachussets 	27	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR065335	Croucher	Massachussets 	18	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR065336	Croucher	Massachussets 	18	16	-9	-9	-9	-9	n/a	n/a	n/a
ERR065337	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR065338	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR065339	Croucher	Massachussets 	8	7	1	1	0	1	n/a	n/a	n/a
ERR065340	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR065341	Croucher	Massachussets 	9	21	0	0	0	0	n/a	n/a	n/a
ERR065342	Croucher	Massachussets 	31	20	1	1	0	1	n/a	n/a	n/a
ERR065343	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR065344	Croucher	Massachussets 	25	14	0	1	1	1	n/a	n/a	n/a
ERR065345	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065346	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065347	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR065348	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065349	Croucher	Massachussets 	17	2	0	0	0	0	n/a	n/a	n/a
ERR065350	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR065351	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR065352	Croucher	Massachussets 	20	2	1	0	1	0	n/a	n/a	n/a
ERR065353	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR065354	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR065355	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR065953	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR065954	Croucher	Massachussets 	31	20	-9	-9	-9	-9	n/a	n/a	n/a
ERR065955	Croucher	Massachussets 	8	7	1	1	0	1	n/a	n/a	n/a
ERR065956	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR065957	Croucher	Massachussets 	18	16	1	0	0	0	n/a	n/a	n/a
ERR065958	Croucher	Massachussets 	6	12	0	0	0	0	n/a	n/a	n/a
ERR065959	Croucher	Massachussets 	16	2	0	0	0	0	n/a	n/a	n/a
ERR065960	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR065961	Croucher	Massachussets 	25	14	-9	-9	-9	-9	n/a	n/a	n/a
ERR065962	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR065963	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR065964	Croucher	Massachussets 	16	10	0	0	1	0	n/a	n/a	n/a
ERR065965	Croucher	Massachussets 	9	21	0	0	1	0	n/a	n/a	n/a
ERR065966	Croucher	Massachussets 	8	7	0	1	0	1	n/a	n/a	n/a
ERR065967	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR065968	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR065969	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR065970	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR065971	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR065972	Croucher	Massachussets 	35	13	0	0	0	0	n/a	n/a	n/a
ERR065973	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR065974	Croucher	Massachussets 	9	21	0	0	0	0	n/a	n/a	n/a
ERR065975	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR067960	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR067961	Croucher	Massachussets 	23	4	0	0	0	0	n/a	n/a	n/a
ERR067962	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR067963	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR067964	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR067965	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR067966	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR067967	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR067968	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR067969	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR067970	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR067971	Croucher	Massachussets 	16	10	-9	-9	-9	-9	n/a	n/a	n/a
ERR067972	Croucher	Massachussets 	16	10	0	1	0	1	n/a	n/a	n/a
ERR067973	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR067974	Croucher	Massachussets 	35	13	0	0	0	0	n/a	n/a	n/a
ERR067975	Croucher	Massachussets 	29	2	0	0	0	0	n/a	n/a	n/a
ERR067976	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR067977	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR067978	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR067979	Croucher	Massachussets 	30	2	0	0	0	0	n/a	n/a	n/a
ERR067980	Croucher	Massachussets 	8	7	0	1	0	1	n/a	n/a	n/a
ERR067981	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR067982	Croucher	Massachussets 	7	12	1	1	1	1	n/a	n/a	n/a
ERR067983	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR067984	Croucher	Massachussets 	0	13	0	0	0	0	n/a	n/a	n/a
ERR067985	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR067986	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR067987	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR067988	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR067989	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR067990	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR067991	Croucher	Massachussets 	16	2	0	0	0	0	n/a	n/a	n/a
ERR067992	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR067993	Croucher	Massachussets 	9	21	0	0	0	0	n/a	n/a	n/a
ERR067994	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR067995	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR067996	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR067997	Croucher	Massachussets 	28	2	0	1	0	1	n/a	n/a	n/a
ERR067998	Croucher	Massachussets 	31	20	0	1	1	1	n/a	n/a	n/a
ERR067999	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR068000	Croucher	Massachussets 	16	10	0	1	0	1	n/a	n/a	n/a
ERR068001	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR068002	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR068003	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR068004	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR068005	Croucher	Massachussets 	30	2	0	0	0	0	n/a	n/a	n/a
ERR068006	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR068007	Croucher	Massachussets 	16	10	0	1	1	1	n/a	n/a	n/a
ERR068008	Croucher	Massachussets 	1	13	0	1	0	1	n/a	n/a	n/a
ERR068009	Croucher	Massachussets 	32	2	1	0	0	0	n/a	n/a	n/a
ERR068010	Croucher	Massachussets 	31	20	0	0	0	0	n/a	n/a	n/a
ERR068011	Croucher	Massachussets 	4	13	0	0	0	0	n/a	n/a	n/a
ERR068012	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR068013	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR068014	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR068015	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR068016	Croucher	Massachussets 	16	2	0	0	0	0	n/a	n/a	n/a
ERR068017	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR068018	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR068019	Croucher	Massachussets 	19	15	1	1	0	1	n/a	n/a	n/a
ERR068020	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR068021	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR068022	Croucher	Massachussets 	17	2	0	0	0	0	n/a	n/a	n/a
ERR068023	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR068024	Croucher	Massachussets 	3	13	0	0	0	0	n/a	n/a	n/a
ERR068025	Croucher	Massachussets 	28	2	0	1	0	1	n/a	n/a	n/a
ERR068026	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR068027	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR068028	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR068029	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR068030	Croucher	Massachussets 	20	3	0	0	1	0	n/a	n/a	n/a
ERR068031	Croucher	Massachussets 	32	2	1	0	0	0	n/a	n/a	n/a
ERR068032	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR068033	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR068034	Croucher	Massachussets 	34	13	0	1	0	1	n/a	n/a	n/a
ERR068035	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR068036	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR068037	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR068038	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR068039	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR068040	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR068041	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR068042	Croucher	Massachussets 	16	9	0	0	0	0	n/a	n/a	n/a
ERR068043	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR068044	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR068045	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR068046	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR068047	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR068048	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR068049	Croucher	Massachussets 	16	9	0	1	1	1	n/a	n/a	n/a
ERR068050	Croucher	Massachussets 	34	13	0	0	1	0	n/a	n/a	n/a
ERR068051	Croucher	Massachussets 	34	13	-9	-9	-9	-9	n/a	n/a	n/a
ERR069683	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069684	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069685	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069686	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069687	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069688	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069689	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069690	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069691	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069692	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069693	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069694	Croucher	Massachussets 	8	7	0	0	1	0	n/a	n/a	n/a
ERR069695	Croucher	Massachussets 	27	2	0	0	0	0	n/a	n/a	n/a
ERR069696	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069697	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069698	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR069699	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069700	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069701	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069702	Croucher	Massachussets 	16	10	0	1	0	1	n/a	n/a	n/a
ERR069703	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069704	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069705	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069706	Croucher	Massachussets 	12	6	1	0	1	0	n/a	n/a	n/a
ERR069707	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069708	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069709	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069710	Croucher	Massachussets 	30	2	0	0	1	0	n/a	n/a	n/a
ERR069711	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069712	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069713	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069714	Croucher	Massachussets 	31	20	0	1	1	1	n/a	n/a	n/a
ERR069715	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069716	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069717	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069718	Croucher	Massachussets 	23	4	0	0	0	0	n/a	n/a	n/a
ERR069719	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069720	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069721	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069722	Croucher	Massachussets 	17	2	0	0	0	0	n/a	n/a	n/a
ERR069723	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069724	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR069725	Croucher	Massachussets 	16	9	0	0	1	0	n/a	n/a	n/a
ERR069726	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069727	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069728	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069729	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069730	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069731	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069732	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069733	Croucher	Massachussets 	19	15	1	0	1	0	n/a	n/a	n/a
ERR069734	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069735	Croucher	Massachussets 	18	16	1	1	1	1	n/a	n/a	n/a
ERR069736	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069737	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069738	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069739	Croucher	Massachussets 	27	2	0	0	0	0	n/a	n/a	n/a
ERR069740	Croucher	Massachussets 	25	14	0	1	1	1	n/a	n/a	n/a
ERR069741	Croucher	Massachussets 	30	2	0	0	0	0	n/a	n/a	n/a
ERR069742	Croucher	Massachussets 	20	2	1	0	1	0	n/a	n/a	n/a
ERR069743	Croucher	Massachussets 	8	7	0	1	0	1	n/a	n/a	n/a
ERR069744	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069745	Croucher	Massachussets 	1	13	0	0	0	0	n/a	n/a	n/a
ERR069746	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069747	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069748	Croucher	Massachussets 	22	5	0	0	0	0	n/a	n/a	n/a
ERR069749	Croucher	Massachussets 	19	15	1	0	0	0	n/a	n/a	n/a
ERR069750	Croucher	Massachussets 	22	5	0	1	0	1	n/a	n/a	n/a
ERR069751	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069752	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069753	Croucher	Massachussets 	1	13	0	1	0	1	n/a	n/a	n/a
ERR069754	Croucher	Massachussets 	8	7	-9	-9	-9	-9	n/a	n/a	n/a
ERR069755	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069756	Croucher	Massachussets 	16	2	-9	-9	-9	-9	n/a	n/a	n/a
ERR069757	Croucher	Massachussets 	28	16	0	0	0	0	n/a	n/a	n/a
ERR069758	Croucher	Massachussets 	0	13	0	0	0	0	n/a	n/a	n/a
ERR069759	Croucher	Massachussets 	30	2	0	0	0	0	n/a	n/a	n/a
ERR069760	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069761	Croucher	Massachussets 	35	13	0	1	1	1	n/a	n/a	n/a
ERR069762	Croucher	Massachussets 	12	6	1	1	0	1	n/a	n/a	n/a
ERR069763	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069764	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
ERR069765	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069766	Croucher	Massachussets 	28	2	0	0	0	0	n/a	n/a	n/a
ERR069767	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069768	Croucher	Massachussets 	25	14	0	0	0	0	n/a	n/a	n/a
ERR069769	Croucher	Massachussets 	17	2	0	0	0	0	n/a	n/a	n/a
ERR069770	Croucher	Massachussets 	25	14	0	1	0	1	n/a	n/a	n/a
ERR069771	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069772	Croucher	Massachussets 	17	11	0	0	0	0	n/a	n/a	n/a
ERR069773	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR069774	Croucher	Massachussets 	34	13	0	0	0	0	n/a	n/a	n/a
ERR069775	Croucher	Massachussets 	26	2	0	0	0	0	n/a	n/a	n/a
ERR069776	Croucher	Massachussets 	1	13	1	1	1	1	n/a	n/a	n/a
ERR069777	Croucher	Massachussets 	8	7	0	1	1	1	n/a	n/a	n/a
ERR069778	Croucher	Massachussets 	26	1	0	1	0	1	n/a	n/a	n/a
ERR069779	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069780	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069781	Croucher	Massachussets 	2	13	0	0	0	0	n/a	n/a	n/a
ERR069782	Croucher	Massachussets 	18	16	1	1	1	1	n/a	n/a	n/a
ERR069783	Croucher	Massachussets 	26	1	0	0	0	0	n/a	n/a	n/a
ERR069784	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069785	Croucher	Massachussets 	6	12	1	1	1	1	n/a	n/a	n/a
ERR069786	Croucher	Massachussets 	20	3	0	0	0	0	n/a	n/a	n/a
ERR069787	Croucher	Massachussets 	29	2	1	1	1	1	n/a	n/a	n/a
ERR069788	Croucher	Massachussets 	30	2	1	0	1	0	n/a	n/a	n/a
ERR069789	Croucher	Massachussets 	16	10	0	0	0	0	n/a	n/a	n/a
ERR069790	Croucher	Massachussets 	8	7	0	0	0	0	n/a	n/a	n/a
ERR069791	Croucher	Massachussets 	12	6	1	1	1	1	n/a	n/a	n/a
ERR069792	Croucher	Massachussets 	32	2	0	0	0	0	n/a	n/a	n/a
